Stock Name,Basic Industry,Sector,Company Name
BGRENERGY,Civil Construction,Construction,BGR Energy Systems Limited
INDOTHAI,Investment Banking & Broking,Financial Services,Indo Thai Securities Limited
IFBAGRO,Breweries & Distilleries,FMCG,IFB Agro Industries Limited
CUPID,Personal Care,FMCG,Cupid Limited
IZMO,Software Services,Information Technology,IZMO Limited
MAHASTEEL,Iron & Steel,Metals & Mining,Mahamaya Steel Industries Limited
LUMAXIND,Auto Ancilaries,Auto,Lumax Industries Limited
LUMAXTECH,Auto Ancilaries,Auto,Lumax Auto Technologies Limited
TERASOFT,Software Services,Information Technology,Tera Software Limited
NORBTEAEXP,Tea & Coffee,FMCG,Norben Tea & Exports Limited
MEGASOFT,Other Telecom Services,Telecommunication,Megasoft Limited
VENUSREM,Medical-Diversified,Healthcare,Venus Remedies Limited
SOMATEX,Textiles,Textiles,Soma Textiles & Industries Limited
SMLMAH,Auto Manufacturers,Auto,SML Isuzu Limited
TAKE,Healthcare Research Analytics & Technology,Healthcare,Take Solutions Limited
GAYAHWS,Civil Construction,Construction,Gayatri Highways Limited
VCL,Textiles,Textiles,Vaxtex Cotfab Limited
SABTNL,TV Broadcasting & Software,Media Entertainment & Publication,Sri Adhikari Brothers Television Network Limited
SWANDEF,Ship building & Allied services,Capital Goods,Swan Defence and Heavy Industries Limited
STALLION,Chemicals Specialty,Chemicals,Stallion India Fluorochemicals Limited
CURAA,Software Services,Information Technology,Cura Technologies Limited
EASTSILK,Textiles,Textiles,EASTERN SILK INDUSTRIES LIMITED
ASHAPURMIN,Mining/Minerals,Metals & Mining,Ashapura Minechem Limited
ABCAPITAL,Finance & Investment,Financial Services,Aditya Birla Capital Limited
BAFNAPH,Pharmaceuticals,Healthcare,Bafna Pharmaceuticals Limited
FORCEMOT,Auto Manufacturers,Auto,FORCE MOTORS LTD
IMFA,Iron & Steel,Metals & Mining,Indian Metals & Ferro Alloys Limited
INFOBEAN,Software Products,Information Technology,InfoBeans Technologies Limited
INDLMETER,Electrical - Power Equipment,Capital Goods,IMP Powers Limited
JAYNECOIND,Iron & Steel,Metals & Mining,Jayaswal Neco Industries Limited
SBC,Textiles,Textiles,SBC Exports Limited
PROZONER,Real Estate,Realty,Prozone Realty Limited
LOTUSEYE,Hospitals,Healthcare,Lotus Eye Hospital and Institute Limited
TATVA,Chemicals-Basic,Chemicals,Tatva Chintan Pharma Chem Limited
JINDALPHOT,Finance & Investment,Financial Services,Jindal Photo Limited
ZOTA,Medical-Diversified,Healthcare,Zota Health Care LImited
SKMEGGPROD,Food Products,FMCG,SKM Egg Products Export (India) Limited
YATRA,Tour & Travel services,Consumer Services,Yatra Online Limited
LTF,Finance & Investment,Financial Services,L&T Finance Limited
RELIABLE,Software Services,Information Technology,Reliable Data Services Limited
RPEL,Industrial Products & Manufacturing,Capital Goods,Raghav Productivity Enhancers Limited
KMEW,Ship building & Allied services,Capital Goods,Knowledge Marine & Engineering Works Limited
ATHERENERG,Auto Manufacturers,Auto,Ather Energy Limited
LEMERITE,Textiles,Textiles,Le Merite Exports Limited
AUBANK,Private Banks,Financial Services,AU Small Finance Bank Limited
BHAGYANGR,Electrical - Power Equipment,Capital Goods,Bhagyanagar India Limited
ARSSINFRA,Civil Construction,Construction,ARSS Infrastructure Projects Limited
GRMOVER,Food Products,FMCG,GRM Overseas Limited
ATALREAL,Construction Residential & Commercial,Realty,Atal Realtech Limited
DREDGECORP,Real Estate,Realty,Dredging Corporation of India Limited
MUTHOOTFIN,NBFC,Financial Services,Muthoot Finance Limited
PRIVISCL,Chemicals Specialty,Chemicals,Privi Speciality Chemicals Limited
KRISHANA,Chemicals Specialty,Chemicals,Krishana Phoschem Limited
POCL,Mining/Minerals,Metals & Mining,Pondy Oxides & Chemicals Limited
IDEA,Telecom - Cellular & Fixed line services,Telecommunication,Vodafone Idea Limited
MCX,Financial Services-Specialty,Financial Services,Multi Commodity Exchange of India Limited
RAMCOSYS,Software Products,Information Technology,Ramco Systems Limited
SEJALLTD,Glass,Capital Goods,Sejal Glass Limited
SAMBHAAV,Electronic Media,Media Entertainment & Publication,Sambhaav Media Limited
SUMEETINDS,Textiles,Textiles,Sumeet Industries Limited
THANGAMAYL,Jewellery,Consumer Durables,Thangamayil Jewellery Limited
GARUDA,Civil Construction,Construction,Garuda Construction and Engineering Limited
ABINFRA,Civil Construction,Construction,A B Infrabuild Limited
ARFIN,Metal Fabrication,Metals & Mining,Arfin India Limited
RMDRIP,Chemicals-Plastics,Chemicals,R M Drip and Sprinklers Systems Limited
MWL,Iron & Steel,Metals & Mining,Mangalam Worldwide Limited
EPACKPEB,Industrial Products & Manufacturing,Capital Goods,EPack Prefab Technologies Limited
CUB,Private Banks,Financial Services,City Union Bank Limited
CARTRADE,E- Commerce,Consumer Services,Cartrade Tech Limited
NACLIND,Agro chemicals,Chemicals,NACL Industries Limited
NRAIL,Paper & Paper Products,Forest Materials,N R Agarwal Industries Limited
SALSTEEL,Iron & Steel,Metals & Mining,S.A.L. Steel Limited
LAURUSLABS,Medical-Diversified,Healthcare,Laurus Labs Limited
MTARTECH,Aerospace & Defense,Capital Goods,Mtar Technologies Limited
RBLBANK,Private Banks,Financial Services,RBL Bank Limited
LGBBROSLTD,Industrial Products & Manufacturing,Capital Goods,LG Balakrishnan & Bros Limited
PFOCUS,Media & Entertainment,Media Entertainment & Publication,Prime Focus Limited
WELINV,Asset Management,Financial Services,Welspun Investments and Commercials Limited
TFCILTD,Financial Services-Specialty,Financial Services,Tourism Finance Corporation of India Limited
TDPOWERSYS,Electrical - Power Equipment,Capital Goods,TD Power Systems Limited
PARAGMILK,Dairy Products,FMCG,Parag Milk Foods Limited
SOUTHBANK,Private Banks,Financial Services,The South Indian Bank Limited
UNITEDPOLY,Textiles,Textiles,United Polyfab Gujarat Limited
SOUTHWEST,Oil & Gas Drilling,"Oil, Gas & Consumable fuels",South West Pinnacle Exploration Limited
ABDL,Breweries & Distilleries,FMCG,Allied Blenders and Distillers Limited
UEL,Electrical - Power Equipment,Capital Goods,Ujaas Energy Limited
ROSSTECH,Aerospace & Defense,Capital Goods,Rossell Techsys Limited
BHARATSE,Auto Ancilaries,Auto,Bharat Seats Limited
TEAMGTY,NBFC,Financial Services,TEAM INDIA GUARANTY LIMITED
BSE,Financial Services-Specialty,Financial Services,BSE Limited
DELPHIFX,Investment Banking & Broking,Financial Services,DELPHI WORLD MONEY LIMITED
CANBK,PSU Banks,Financial Services,Canara Bank
HINDCOPPER,Mining/Minerals,Metals & Mining,Hindustan Copper Limited
GVT&D,Electrical - Power Equipment,Capital Goods,GE Vernova T&D India Limited
APOLLO,Aerospace & Defense,Capital Goods,Apollo Micro Systems Limited
CHENNPETRO,Oil & Gas-Refining & Marketing,"Oil, Gas & Consumable fuels",Chennai Petroleum Corporation Limited
GLOBAL,Education Services,Consumer Services,Global Education Limited
IIFL,NBFC,Financial Services,IIFL Finance Limited
INDIAGLYCO,Chemicals Specialty,Chemicals,India Glycols Limited
NAVINFLUOR,Chemicals Specialty,Chemicals,Navin Fluorine International Limited
GMBREW,Breweries & Distilleries,FMCG,GM Breweries Limited
NETWEB,Software Services,Information Technology,Netweb Technologies India Limited
RICOAUTO,Auto Ancilaries,Auto,Rico Auto Industries Limited
VISASTEEL,Iron & Steel,Metals & Mining,Visa Steel Limited
SILGO,Jewellery,Consumer Durables,Silgo Retail Limited
UNIVCABLES,Cables - Electricals,Capital Goods,Universal Cables Limited
SJS,Auto Ancilaries,Auto,S.J.S. Enterprises Limited
TVSSRICHAK,Tyres & Rubber Products,Auto,TVS Srichakra Limited
SRM,Civil Construction,Construction,SRM Contractors Limited
KRISHIVAL,Food Products,FMCG,Krishival Foods Limited
WAAREEINDO,Electrical - Power Equipment,Capital Goods,Indosolar Ltd
JSLL,Pharmaceuticals,Healthcare,Jeena Sikho Lifecare Limited
ANURAS,Chemicals Specialty,Chemicals,Anupam Rasayan India Limited
DCBBANK,Private Banks,Financial Services,DCB Bank Limited
ACUTAAS,Chemicals Specialty,Chemicals,Ami Organics Limited
ASHOKLEY,Auto Manufacturers,Auto,Ashok Leyland Limited
BANCOINDIA,Auto Ancilaries,Auto,Banco Products (I) Limited
GABRIEL,Auto Ancilaries,Auto,Gabriel India Limited
MAANALU,Metal Fabrication,Metals & Mining,Maan Aluminium Limited
PANACHE,Computer Hardware,Information Technology,Panache Digilife Limited
PTCIL,Iron & Steel,Metals & Mining,PTC Industries Limited
PRECWIRE,Electrical - Power Equipment,Capital Goods,Precision Wires India Limited
SANDUMA,Mining/Minerals,Metals & Mining,Sandur Manganese & Iron Ores Limited
PAYTM,Financial Services-Specialty,Financial Services,One 97 Communications Limited
SAKAR,Pharmaceuticals,Healthcare,Sakar Healthcare Limited
PANSARI,Real Estate,Realty,Pansari Developers Limited
JETFREIGHT,Logistics,Services,Jet Freight Logistics Limited
SIKKO,Agro chemicals,Chemicals,Sikko Industries Limited
V2RETAIL,Apparels,Textiles,V2 Retail Limited
SHRIPISTON,Auto Ancilaries,Auto,Shriram Pistons & Rings Limited
AGIIL,Civil Construction,Construction,Agi Infra Limited
VINCOFE,Tea & Coffee,FMCG,Vintage Coffee And Beverages Limited
QPOWER,Electrical - Power Equipment,Capital Goods,Quality Power Electrical Equipments Limited
AHCL,Pharmaceuticals,Healthcare,Anlon Healthcare Limited
GMDCLTD,Mining/Minerals,Metals & Mining,Gujarat Mineral Development Corporation Limited
FEDERALBNK,Private Banks,Financial Services,The Federal Bank  Limited
GAYAPROJ,Civil Construction,Construction,Gayatri Projects Limited
AXISCADES,Aerospace & Defense,Capital Goods,AXISCADES Technologies Limited
DYNAMATECH,Auto Ancilaries,Auto,Dynamatic Technologies Limited
CMICABLES,Cables - Electricals,Capital Goods,CMI Limited
CCL,Tea & Coffee,FMCG,CCL Products (India) Limited
ASAHIINDIA,Auto Ancilaries,Auto,Asahi India Glass Limited
INDOBORAX,Chemicals Specialty,Chemicals,Indo Borax & Chemicals Limited
RAMAPHO,Agro chemicals,Chemicals,Rama Phosphates Limited
NATIONALUM,Metal Fabrication,Metals & Mining,National Aluminium Company Limited
KIRLOSENG,Industrial Products & Manufacturing,Capital Goods,Kirloskar Oil Engines Limited
JAMNAAUTO,Auto Ancilaries,Auto,Jamna Auto Industries Limited
MCLEODRUSS,Tea & Coffee,FMCG,Mcleod Russel India Limited
SVLL,Logistics,Services,Shree Vasu Logistics Limited
VSTTILLERS,Industrial Products & Manufacturing,Capital Goods,V.S.T Tillers Tractors Limited
THYROCARE,Medical Diagnostics,Healthcare,Thyrocare Technologies Limited
SILLYMONKS,Media & Entertainment,Media Entertainment & Publication,Silly Monks Entertainment Limited
IXIGO,Tour & Travel services,Consumer Services,Le Travenues Technology Limited
BLACKBUCK,Logistics,Services,Zinka Logistics Solutions Limited
BELRISE,Auto Ancilaries,Auto,Belrise Industries Limited
PASHUPATI,Textiles,Textiles,Pashupati Cotspin Limited
ARSSBL,Investment Banking & Broking,Financial Services,Anand Rathi Share and Stock Brokers Limited
ANANDRATHI,Finance & Investment,Financial Services,Anand Rathi Wealth Limited
GALLANTT,Iron & Steel,Metals & Mining,Gallantt Ispat Limited
GUJRAFFIA,Chemicals-Plastics,Chemicals,Gujarat Raffia Industries Limited
CUMMINSIND,Industrial Products & Manufacturing,Capital Goods,Cummins India Limited
FIEMIND,Auto Ancilaries,Auto,Fiem Industries Limited
HEROMOTOCO,Auto Manufacturers,Auto,Hero MotoCorp Limited
ONELIFECAP,Finance & Investment,Financial Services,Onelife Capital Advisors Limited
JPOLYINVST,Finance & Investment,Financial Services,Jindal Poly Investment and Finance Company Limited
SHAILY,Chemicals-Plastics,Chemicals,Shaily Engineering Plastics Limited
INDIANB,PSU Banks,Financial Services,Indian Bank
SHRIRAMFIN,NBFC,Financial Services,Shriram Finance Limited
SIRCA,Paints,Consumer Durables,Sirca Paints India Limited
TEMBO,Iron & Steel,Metals & Mining,Tembo Global Industries Limited
TVSHLTD,Auto Ancilaries,Auto,TVS Holdings Limited
TVSMOTOR,Auto Manufacturers,Auto,TVS Motor Company Limited
BLUECOAST,Hotels,Consumer Services,Blue Coast Hotels Limited
INTERARCH,Industrial Products & Manufacturing,Capital Goods,Interarch Building Products Limited
ATLASCYCLE,Household Appliances,Consumer Durables,Atlas Cycles (Haryana) Limited
SENORES,Pharmaceuticals,Healthcare,Senores Pharmaceuticals Limited
ISHANCH,Chemicals Specialty,Chemicals,Ishan Dyes and Chemicals Limited
SHREEJISPG,Ship building & Allied services,Capital Goods,Shreeji Shipping Global Limited
FABTECH,Industrial Products & Manufacturing,Capital Goods,Fabtech Technologies Limited
HYBRIDFIN,Finance & Investment,Financial Services,Hybrid Financial Services Limited
BALAJITELE,Media & Entertainment,Media Entertainment & Publication,Balaji Telefilms Limited
EICHERMOT,Auto Manufacturers,Auto,Eicher Motors Limited
MFSL,Life Insurance,Financial Services,Max Financial Services Limited
GOKULAGRO,Edible Oils & Solvent Extraction,FMCG,Gokul Agro Resources Limited
BAJAJCON,Personal Care,FMCG,Bajaj Consumer Care Limited
PSPPROJECT,Civil Construction,Construction,PSP Projects Limited
ORICONENT,Packaging,Capital Goods,Oricon Enterprises Limited
NYKAA,E- Commerce,Consumer Services,FSN E-Commerce Ventures Limited
MIRCELECTR,Household Appliances,Consumer Durables,MIRC Electronics Limited
PRICOLLTD,Auto Manufacturers,Auto,Pricol Limited
JKTYRE,Tyres & Rubber Products,Auto,JK Tyre & Industries Limited
MARUTI,Auto Manufacturers,Auto,Maruti Suzuki India Limited
XELPMOC,Software Services,Information Technology,Xelpmoc Design And Tech Limited
ZUARI,Agro chemicals,Chemicals,Zuari Agro Chemicals Limited
INOXGREEN,Energy-Alternative,Power,Inox Green Energy Services Limited
SMSPHARMA,Pharmaceuticals,Healthcare,SMS Pharmaceuticals Limited
EUROTEXIND,Textiles,Textiles,Eurotex Industries and Exports Limited
COMSYN,Packaging,Capital Goods,Commercial Syn Bags Limited
JUBLCPL,Agro Products,FMCG,Jubilant Agri and Consumer Products Limited
GUJTHEM,Pharmaceuticals,Healthcare,Gujarat Themis Biosyn Limited
SOLEX,Electrical - Power Equipment,Capital Goods,Solex Energy Limited
MIDWESTLTD,Construction Products Miscallaneous,Construction,Midwest Limited
CANFINHOME,Housing Finance,Financial Services,Can Fin Homes Limited
BANKINDIA,PSU Banks,Financial Services,Bank of India
BHEL,Industrial Products & Manufacturing,Capital Goods,Bharat Heavy Electricals Limited
HBLENGINE,Electrical - Power Equipment,Capital Goods,HBL Engineering Limited
HCG,Hospitals,Healthcare,Healthcare Global Enterprises Limited
FSC,Logistics,Services,Future Supply Chain Solutions Limited
ADANIPOWER,Power Generation & Distribution,Power,Adani Power Limited
GMRAIRPORT,Civil Construction,Construction,GMR AIRPORTS LIMITED
CRAFTSMAN,Industrial Products & Manufacturing,Capital Goods,Craftsman Automation Limited
KEYFINSERV,Investment Banking & Broking,Financial Services,Keynote Financial Services Limited
M&MFIN,NBFC,Financial Services,Mahindra & Mahindra Financial Services Limited
MBAPL,Agro chemicals,Chemicals,Madhya Bharat Agro Products Limited
MANINDS,Oil & Gas-Field Services,"Oil, Gas & Consumable fuels",Man Industries (India) Limited
KARURVYSYA,Private Banks,Financial Services,Karur Vysya Bank Limited
MANOMAY,Textiles,Textiles,Manomay Tex India Limited
PVP,Real Estate,Realty,PVP Ventures Limited
SANSERA,Auto Ancilaries,Auto,Sansera Engineering Limited
SMCGLOBAL,Investment Banking & Broking,Financial Services,SMC Global Securities Limited
UNIPARTS,Industrial Products & Manufacturing,Capital Goods,Uniparts India Limited
RADICO,Breweries & Distilleries,FMCG,Radico Khaitan Limited
UJJIVANSFB,Private Banks,Financial Services,Ujjivan Small Finance Bank Limited
MUFIN,NBFC,Financial Services,Mufin Green Finance Limited
IDFCFIRSTB,Private Banks,Financial Services,IDFC First Bank Limited
ALPSINDUS,Textiles,Textiles,Alps Industries Limited
HARDWYN,Metal Fabrication,Metals & Mining,Hardwyn India Limited
ECLERX,Software Services,Information Technology,eClerx Services Limited
ADANIENSOL,Power Generation & Distribution,Power,Adani Energy Solutions Limited
SBILIFE,Life Insurance,Financial Services,SBI Life Insurance Company Limited
POWERINDIA,Electrical - Power Equipment,Capital Goods,Hitachi Energy India Limited
RISHABH,Electrical - Power Equipment,Capital Goods,Rishabh Instruments Limited
MANAKCOAT,Metal Fabrication,Metals & Mining,Manaksia Coated Metals & Industries Limited
UMIYA-MRO,Computer-Networking,Information Technology,UMIYA BUILDCON LIMITED
KAPSTON,Diversified Commercial Services,Services,Kapston Services Limited
MIRZAINT,Footwear,Consumer Durables,Mirza International Limited
VLSFINANCE,Investment Banking & Broking,Financial Services,VLS Finance Limited
SYRMA,EMS,Capital Goods,Syrma SGS Technology Limited
KAVDEFENCE,Telecom - Equipment & Accessories,Telecommunication,Kavveri Telecom Products Limited
SVPGLOB,Textiles,Textiles,SVP GLOBAL TEXTILES LIMITED
STYLAMIND,Construction Products Miscallaneous,Construction,Stylam Industries Limited
USHAMART,Iron & Steel,Metals & Mining,Usha Martin Limited
UNIVAFOODS,Hotels,Consumer Services,Univa Foods Limited
YATHARTH,Hospitals,Healthcare,Yatharth Hospital & Trauma Care Services Limited
TI,Breweries & Distilleries,FMCG,Tilaknagar Industries Limited
CARRARO,Auto Ancilaries,Auto,Carraro India Limited
AGARWALEYE,Hospitals,Healthcare,Dr. Agarwal's Health Care Limited
ARVEE,Chemicals Specialty,Chemicals,Arvee Laboratories (India) Limited
BANKBARODA,PSU Banks,Financial Services,Bank of Baroda
HINDALCO,Metal Fabrication,Metals & Mining,Hindalco Industries Limited
HLEGLAS,Industrial Products & Manufacturing,Capital Goods,HLE Glascoat Limited
ESABINDIA,Industrial Products & Manufacturing,Capital Goods,Esab India Limited
BPCL,Oil & Gas-Refining & Marketing,"Oil, Gas & Consumable fuels",Bharat Petroleum Corporation Limited
NAM-INDIA,Asset Management,Financial Services,Nippon Life India Asset Management Limited
MANAPPURAM,NBFC,Financial Services,Manappuram Finance Limited
INDIACEM,Cement,Construction,The India Cements Limited
SHARDACROP,Agro chemicals,Chemicals,Sharda Cropchem Limited
IRISDOREME,Textiles,Textiles,Iris Clothings Limited
MOTHERSON,Auto Ancilaries,Auto,Samvardhana Motherson International Limited
RAJRATAN,Auto Ancilaries,Auto,Rajratan Global Wire Limited
SANDHAR,Tyres & Rubber Products,Auto,Sandhar Technologies Limited
SABEVENTS,Electronic Media,Media Entertainment & Publication,Sab Events & Governance Now Media Limited
VASWANI,Iron & Steel,Metals & Mining,Vaswani Industries Limited
VARROC,Auto Ancilaries,Auto,Varroc Engineering Limited
FEDFINA,NBFC,Financial Services,Fedbank Financial Services Limited
RACLGEAR,Auto Ancilaries,Auto,RACL Geartech Limited
CPPLUS,Industrial Products & Manufacturing,Capital Goods,Aditya Infotech Limited
EUROPRATIK,Construction Products Miscallaneous,Construction,Euro Pratik Sales Limited
JAINREC,Metal Fabrication,Metals & Mining,Jain Resource Recycling Limited
HINDZINC,Mining/Minerals,Metals & Mining,Hindustan Zinc Limited
AAREYDRUGS,Medical-Diversified,Healthcare,Aarey Drugs & Pharmaceuticals Limited
AXITA,Textiles,Textiles,Axita Cotton Limited
GFSTEELS,Iron & Steel,Metals & Mining,Grand Foundry Limited
GOODLUCK,Iron & Steel,Metals & Mining,Goodluck India Limited
HINDPETRO,Oil & Gas-Refining & Marketing,"Oil, Gas & Consumable fuels",Hindustan Petroleum Corporation Limited
JSWHL,Investment Banking & Broking,Financial Services,JSW Holdings Limited
PUNJABCHEM,Chemicals Specialty,Chemicals,Punjab Chemicals & Crop Protection Limited
POONAWALLA,NBFC,Financial Services,Poonawalla Fincorp Limited
LATENTVIEW,Software Services,Information Technology,Latent View Analytics Limited
RATEGAIN,Tour & Travel services,Consumer Services,Rategain Travel Technologies Limited
KANPRPLA,Packaging,Capital Goods,Kanpur Plastipack Limited
SBIN,PSU Banks,Financial Services,State Bank of India
SEQUENT,Medical-Diversified,Healthcare,Sequent Scientific Limited
TNPETRO,Chemicals-Plastics,Chemicals,Tamilnadu PetroProducts Limited
UPL,Agro chemicals,Chemicals,UPL Limited
HALEOSLABS,Medical-Diversified,Healthcare,SMS Lifesciences India Limited
VINEETLAB,Medical-Diversified,Healthcare,Vineet Laboratories Limited
WHEELS,Auto Ancilaries,Auto,Wheels India Limited
RELTD,Power Generation & Distribution,Power,Ravindra Energy Limited
SAGILITY,Software Services,Information Technology,Sagility India Limited
BORANA,Textiles,Textiles,Borana Weaves Limited
CAPILLARY,Software Services,Information Technology,Capillary Technologies India Limited
CHOLAFIN,NBFC,Financial Services,Cholamandalam Investment and Finance Company Limited
CREDITACC,NBFC,Financial Services,CREDITACCESS GRAMEEN LIMITED
3MINDIA,Diversified Operations,Diversified,3M India Limited
GUJAPOLLO,Industrial Products & Manufacturing,Capital Goods,Gujarat Apollo Industries Limited
GINNIFILA,Textiles,Textiles,Ginni Filaments Limited
GPPL,Ship building & Allied services,Capital Goods,Gujarat Pipavav Port Limited
CEATLTD,Tyres & Rubber Products,Auto,CEAT Limited
PARADEEP,Agro chemicals,Chemicals,Paradeep Phosphates Limited
BHARTIARTL,Telecom - Cellular & Fixed line services,Telecommunication,Bharti Airtel Limited
LTIM,Software Services,Information Technology,LTIMindtree Limited
INTENTECH,Software Products,Information Technology,Intense Technologies Limited
RRKABEL,Cables - Electricals,Capital Goods,R R Kabel Limited
IOC,Oil & Gas-Refining & Marketing,"Oil, Gas & Consumable fuels",Indian Oil Corporation Limited
PGIL,Textiles,Textiles,Pearl Global Industries Limited
SHREEPUSHK,Chemicals Specialty,Chemicals,Shree Pushkar Chemicals & Fertilisers Limited
INDUSTOWER,Telecom - Infrastructure,Telecommunication,Indus Towers Limited
TVSELECT,Computer Hardware,Information Technology,TVS Electronics Limited
VSSL,Iron & Steel,Metals & Mining,Vardhman Special Steels Limited
AURIGROW,Electrical - Power Equipment,Capital Goods,Godha Cabcon & Insulation Limited
AIIL,NBFC,Financial Services,Authum Investment & Infrastructure Limited
NORTHARC,Finance & Investment,Financial Services,Northern Arc Capital Limited
GCSL,Investment Banking & Broking,Financial Services,Gretex Corporate Services Limited
CHOICEIN,Investment Banking & Broking,Financial Services,Choice International Limited
AXISBANK,Private Banks,Financial Services,Axis Bank Limited
AAATECH,Software Services,Information Technology,AAA Technologies Limited
DATAMATICS,Software Services,Information Technology,Datamatics Global Services Limited
AIAENG,Iron & Steel,Metals & Mining,AIA Engineering Limited
BHARATFORG,Iron & Steel,Metals & Mining,Bharat Forge Limited
ASTERDM,Hospitals,Healthcare,Aster DM Healthcare Limited
ADANIPORTS,Ship building & Allied services,Capital Goods,Adani Ports and Special Economic Zone Limited
ASIANPAINT,Paints,Consumer Durables,Asian Paints Limited
ETHOSLTD,Jewellery,Consumer Durables,Ethos Limited
ELDEHSG,Real Estate,Realty,Eldeco Housing And Industries Limited
GENCON,Civil Construction,Construction,Generic Engineering Construction and Projects Limited
CEMPRO,Civil Construction,Construction,Cemindia Projects Limited
RELIANCE,Oil & Gas-Integrated,"Oil, Gas & Consumable fuels",Reliance Industries Limited
M&M,Auto Manufacturers,Auto,Mahindra & Mahindra Limited
SIGMA,Software Services,Information Technology,Sigma Solve Limited
UNIONBANK,PSU Banks,Financial Services,Union Bank of India
VEDL,Mining/Minerals,Metals & Mining,Vedanta Limited
SHREERAMA,Packaging,Capital Goods,Shree Rama Multi-Tech Limited
SUBROS,Auto Ancilaries,Auto,Subros Limited
EMCURE,Pharmaceuticals,Healthcare,Emcure Pharmaceuticals Limited
PROSTARM,Electrical - Power Equipment,Capital Goods,Prostarm Info Systems Limited
RHETAN,Iron & Steel,Metals & Mining,Rhetan TMT Limited
BAJFINANCE,NBFC,Financial Services,Bajaj Finance Limited
CSBBANK,Private Banks,Financial Services,CSB Bank Limited
IDBI,Private Banks,Financial Services,IDBI Bank Limited
APARINDS,Electrical - Power Equipment,Capital Goods,Apar Industries Limited
GRSE,Ship building & Allied services,Capital Goods,Garden Reach Shipbuilders & Engineers Limited
CARYSIL,Construction Products Miscallaneous,Construction,CARYSIL LIMITED
RAMANEWS,Paper & Paper Products,Forest Materials,Shree Rama Newsprint Limited
GODFRYPHLP,Tobacco,FMCG,Godfrey Phillips India Limited
LT,Civil Construction,Construction,Larsen & Toubro Limited
MRF,Tyres & Rubber Products,Auto,MRF Limited
NH,Hospitals,Healthcare,Narayana Hrudayalaya Ltd.
TSFINV,NBFC,Financial Services,Sundaram Finance Holdings Limited
TEGA,Industrial Products & Manufacturing,Capital Goods,Tega Industries Limited
REDINGTON,Computer Hardware,Information Technology,Redington Limited
MUTHOOTMF,NBFC,Financial Services,Muthoot Microfin Limited
HAPPYFORGE,Iron & Steel,Metals & Mining,Happy Forgings Limited
BLSE,Computer-Networking,Information Technology,BLS E-Services Limited
NUVAMA,Finance & Investment,Financial Services,Nuvama Wealth Management Limited
TBOTEK,Tour & Travel services,Consumer Services,TBO Tek Limited
TARACHAND,Logistics,Services,Tara Chand InfraLogistic Solutions Limited
HYUNDAI,Auto Manufacturers,Auto,Hyundai Motor India Limited
PIRAMALFIN,Housing Finance,Financial Services,Piramal Finance Limited
EMKAY,Investment Banking & Broking,Financial Services,Emkay Global Financial Services Limited
COROMANDEL,Fertilizers,Chemicals,Coromandel International Limited
GLENMARK,Pharmaceuticals,Healthcare,Glenmark Pharmaceuticals Limited
CENTUM,EMS,Capital Goods,Centum Electronics Limited
DIACABS,Electrical - Power Equipment,Capital Goods,Diamond Power Infrastructure Limited
DELHIVERY,Logistics,Services,Delhivery Limited
NEULANDLAB,Medical-Diversified,Healthcare,Neuland Laboratories Limited
PNB,PSU Banks,Financial Services,Punjab National Bank
MRPL,Oil & Gas-Refining & Marketing,"Oil, Gas & Consumable fuels",Mangalore Refinery and Petrochemicals Limited
SANGAMIND,Textiles,Textiles,Sangam (India) Limited
PRAENG,Real Estate,Realty,Prajay Engineers Syndicate Limited
NURECA,Medical Equipment & Supplies,Healthcare,Nureca Limited
TREJHARA,Software Services,Information Technology,TREJHARA SOLUTIONS LIMITED
SCI,Ship building & Allied services,Capital Goods,Shipping Corporation Of India Limited
TMB,Private Banks,Financial Services,Tamilnad Mercantile Bank Limited
STAR,Pharmaceuticals,Healthcare,Strides Pharma Science Limited
TITAN,Jewellery,Consumer Durables,Titan Company Limited
VHLTD,Hotels,Consumer Services,Viceroy Hotels Limited
UNOMINDA,Auto Ancilaries,Auto,UNO Minda Limited
EUREKAFORB,Household Appliances,Consumer Durables,Eureka Forbes Limited
SAILIFE,Pharmaceuticals,Healthcare,Sai Life Sciences Limited
SYSTMTXC,Investment Banking & Broking,Financial Services,Systematix Corporate Services Limited
TMCV,Auto Manufacturers,Auto,Tata Motors Limited
SAMMAANCAP,Housing Finance,Financial Services,Sammaan Capital Limited
HIRECT,Electrical Miscallaneous,Capital Goods,Hind Rectifiers Limited
GPIL,Iron & Steel,Metals & Mining,Godawari Power And Ispat limited
BEL,Aerospace & Defense,Capital Goods,Bharat Electronics Limited
GESHIP,Ship building & Allied services,Capital Goods,The Great Eastern Shipping Company Limited
AVANTIFEED,Agro Products,FMCG,Avanti Feeds Limited
ASIANHOTNR,Hotels,Consumer Services,Asian Hotels (North) Limited
BHARATGEAR,Auto Ancilaries,Auto,Bharat Gears Limited
MASFIN,NBFC,Financial Services,MAS Financial Services Limited
INTELLECT,Financial Services-Specialty,Financial Services,Intellect Design Arena Limited
PERSISTENT,Software Services,Information Technology,Persistent Systems Limited
MEDICO,Medical-Diversified,Healthcare,Medico Remedies Limited
NIBL,Metal Fabrication,Metals & Mining,NRB Industrial Bearings Limited
POLYCAB,Cables - Electricals,Capital Goods,Polycab India Limited
NILASPACES,Construction Residential & Commercial,Realty,Nila Spaces Limited
